model_name,mse,rmse,mae,r2,n_samples
Baseline_0_Global,394.1422054269293,19.853015021072476,13.924487296033336,-0.04748604359710673,5000
Baseline_1_SR_TYPE,381.2144469145656,19.52471374731434,11.634324053964487,-0.013128782613024637,5000
Baseline_2_ZIP,398.24500202011177,19.95607681935785,14.022006555462788,-0.05838977862447137,5000
Baseline_3_SR_ZIP,512.9759072652807,22.648971439455718,13.879550124269931,-0.36330262571071614,5000
XGB_Weather,339.7700104360965,18.43285139190615,8.070353277875325,0.09701539428099615,5000
RF_Weather,329.56782939171694,18.154003123050213,8.324762007765552,0.12412906572012283,5000
LightGBM_Weather,343.50724481075963,18.533948440922124,8.511110113250394,0.08708319012927224,5000
